ID,Source_File,Date,Category_Large,Category_Medium,Symptom,Action_Taken,Tags
"bsod-full-175","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: DRIVER_CORRUPTED_SYSPTES (0x000000DB) - 드라이버가 시스템 PTE 메모리 파손.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,DRIVER_CORRUPTED_SYSPTES,0x000000DB,소프트웨어,OS"
"bsod-full-176","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: DRIVER_INVALID_STACK_ACCESS (0x000000DC) - 드라이버 유효하지 않은 스택 메모리 접근.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,DRIVER_INVALID_STACK_ACCESS,0x000000DC,소프트웨어,OS"
"bsod-full-177","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: POOL_CORRUPTION_IN_FILE_AREA (0x000000DE) - 파일 영역 내 메모리 풀 파손.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,POOL_CORRUPTION_IN_FILE_AREA,0x000000DE,소프트웨어,OS"
"bsod-full-178","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: IMPERSONATING_WORKER_THREAD (0x000000DF) - 워커 스레드가 임퍼소네이션(가징) 상태 유지.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,IMPERSONATING_WORKER_THREAD,0x000000DF,소프트웨어,OS"
"bsod-full-179","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: ACPI_BIOS_FATAL_ERROR (0x000000E0) - ACPI BIOS 치명적 오류 발생.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,ACPI_BIOS_FATAL_ERROR,0x000000E0,소프트웨어,OS"
"bsod-full-180","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: WORKER_THREAD_RETURNED_AT_BAD_IRQL (0x000000E1) - 워커 스레드가 상승된 IRQL 레벨에서 리턴됨.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,WORKER_THREAD_RETURNED_AT_BAD_IRQL,0x000000E1,소프트웨어,OS"
"bsod-full-181","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: MANUALLY_INITIATED_CRASH (0x000000E2) - 사용자/엔지니어가 수동으로 유발한 BSOD (Ctrl+ScrollLock).","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,MANUALLY_INITIATED_CRASH,0x000000E2,소프트웨어,OS"
"bsod-full-182","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: RESOURCE_NOT_OWNED (0x000000E3) - 소유하지 않은 공유 자원 해제 시도.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,RESOURCE_NOT_OWNED,0x000000E3,소프트웨어,OS"
"bsod-full-183","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: WORKER_THREAD_INVALID_STATE (0x000000E4) - 워커 스레드 유효하지 않은 상태.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,WORKER_THREAD_INVALID_STATE,0x000000E4,소프트웨어,OS"
"bsod-full-184","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: DRIVER_VERIFIER_DMA_VIOLATION (0x000000E6) - Driver Verifier DMA 버퍼 위반 탐지.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,DRIVER_VERIFIER_DMA_VIOLATION,0x000000E6,소프트웨어,OS"
"bsod-full-185","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: INVALID_FLOATING_POINT_STATE (0x000000E7) - 유효하지 않은 CPU 부동소수점 상태.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,INVALID_FLOATING_POINT_STATE,0x000000E7,소프트웨어,OS"
"bsod-full-186","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: INVALID_CANCEL_OF_FILE_OPEN (0x000000E8) - 파일 오픈 취소 요청 파손.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,INVALID_CANCEL_OF_FILE_OPEN,0x000000E8,소프트웨어,OS"
"bsod-full-187","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: ACTIVE_EX_WORKER_THREAD_TERMINATION (0x000000E9) - 활성 워커 스레드 강제 종료 탐지.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,ACTIVE_EX_WORKER_THREAD_TERMINATION,0x000000E9,소프트웨어,OS"
"bsod-full-188","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: THREAD_STUCK_IN_DEVICE_DRIVER (0x000000EA) - 디바이스 그래픽 드라이버 내 스레드 무한 루프 갇힘.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,THREAD_STUCK_IN_DEVICE_DRIVER,0x000000EA,소프트웨어,OS"
"bsod-full-189","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: DIRTY_MAPPED_PAGES_CONGRUENCE (0x000000EB) - 더티 매핑 페이지 일관성 파손.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,DIRTY_MAPPED_PAGES_CONGRUENCE,0x000000EB,소프트웨어,OS"
"bsod-full-190","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: SESSION_HAS_VALID_SPECIAL_VIEWS (0x000000EC) - 세션 종료 시 스페셜 뷰 잔존.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,SESSION_HAS_VALID_SPECIAL_VIEWS,0x000000EC,소프트웨어,OS"
"bsod-full-191","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: UNMOUNTABLE_BOOT_VOLUME (0x000000ED) - 부팅 볼륨 마운트 불가. 디스크 BCD/파일시스템 손상.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,UNMOUNTABLE_BOOT_VOLUME,0x000000ED,소프트웨어,OS"
"bsod-full-192","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: CRITICAL_INITIALIZATION_FAILURE (0x000000EE) - 치명적인 필수 서브시스템 초기화 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,CRITICAL_INITIALIZATION_FAILURE,0x000000EE,소프트웨어,OS"
"bsod-full-194","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: CRITICAL_OBJECT_TERMINATION (0x000000F4) - 치명적인 프로세스 개체 강제 종료.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,CRITICAL_OBJECT_TERMINATION,0x000000F4,소프트웨어,OS"
"bsod-full-195","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: DRIVER_OVERRAN_STACK_BUFFER (0x000000F7) - 드라이버 스택 버퍼 오버런 (보안 버퍼 침범).","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,DRIVER_OVERRAN_STACK_BUFFER,0x000000F7,소프트웨어,OS"
"bsod-full-196","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: HTTP_DRIVER_CORRUPTED (0x000000FA) - HTTP.sys 웹 서버 드라이버 메모리 파손.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,HTTP_DRIVER_CORRUPTED,0x000000FA,소프트웨어,OS"
"bsod-full-197","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: ATTEMPTED_EXECUTE_OF_NOEXECUTE_MEMORY (0x000000FC) - 실행 방지(NX/DEP) 메모리 영역 실행 시도.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,ATTEMPTED_EXECUTE_OF_NOEXECUTE_MEMORY,0x000000FC,소프트웨어,OS"
"bsod-full-198","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: DIRTY_NOWRITE_PAGES_CONGRUENCE (0x000000FD) - 쓰기 금지 더티 페이지 파손.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,DIRTY_NOWRITE_PAGES_CONGRUENCE,0x000000FD,소프트웨어,OS"
"bsod-full-199","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: BUGCODE_USB_DRIVER (0x000000FE) - USB 포트 드라이버 치명적 버그 코드 발생.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,BUGCODE_USB_DRIVER,0x000000FE,소프트웨어,OS"
"bsod-full-200","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: LOADER_BLOCK_MISMATCH (0x00000100) - OS 로더 블록 버전 불일치.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,LOADER_BLOCK_MISMATCH,0x00000100,소프트웨어,OS"
"bsod-full-201","Microsoft 공식 레퍼런스","2026-08-07","하드웨어","하드웨어","Windows 11 Stop Code 블루스크린 오류: CLOCK_WATCHDOG_TIMEOUT (0x00000101) - 다중 코어 CPU 클럭 와치독 타임아웃. CPU 과열/오버클럭.","1. RAM/CPU 슬롯 청소 및 물리 수리 2. BIOS 설정 초기화 (Load Default) 3. 파워서플라이 및 하드웨어 점검/교체","Windows11,BSOD,블루스크린,CLOCK_WATCHDOG_TIMEOUT,0x00000101,하드웨어,하드웨어"
"bsod-full-203","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: WDF_VIOLATION (0x0000010D) - WDF(Windows Driver Framework) 프레임워크 규칙 위반.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,WDF_VIOLATION,0x0000010D,소프트웨어,OS"
"bsod-full-204","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: VIDEO_MEMORY_MANAGEMENT_INTERNAL (0x0000010E) - 비디오 그래픽 메모리 관리자 내부 오류.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,VIDEO_MEMORY_MANAGEMENT_INTERNAL,0x0000010E,소프트웨어,OS"
"bsod-full-205","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: RESOURCE_MANAGER_EXCEPTION (0x0000010F) - 자원 관리자 서브시스템 예외.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,RESOURCE_MANAGER_EXCEPTION,0x0000010F,소프트웨어,OS"
"bsod-full-207","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: VIDEO_TDR_TIMEOUT_DETECTED (0x00000117) - 디스플레이 그래픽 TDR 타임아웃 감지.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,VIDEO_TDR_TIMEOUT_DETECTED,0x00000117,소프트웨어,OS"
"bsod-full-208","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: VIDEO_SCHEDULER_INTERNAL_ERROR (0x00000119) - 비디오 그래픽 스케줄러 내부 커널 오류.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,VIDEO_SCHEDULER_INTERNAL_ERROR,0x00000119,소프트웨어,OS"
"bsod-full-209","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: ATTEMPTED_WRITE_TO_CM_PROTECTED_READONLY_PAGE (0x0000011C) - 보호된 읽기 전용 CM 페이지 무단 쓰기 시도.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,ATTEMPTED_WRITE_TO_CM_PROTECTED_READONLY_PAGE,0x0000011C,소프트웨어,OS"
"bsod-full-210","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: EVENT_TRACING_FATAL_ERROR (0x0000011D) - 이벤트 트레이싱(ETW) 치명적 에러.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,EVENT_TRACING_FATAL_ERROR,0x0000011D,소프트웨어,OS"
"bsod-full-212","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: FAULTY_HARDWARE_CORRUPTED_PAGE (0x0000012B) - 불량 물리 메모리(RAM) 카드로 인한 페이지 파손.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,FAULTY_HARDWARE_CORRUPTED_PAGE,0x0000012B,소프트웨어,OS"
"bsod-full-215","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: KERNEL_MODE_HEAP_CORRUPTION (0x0000013A) - 커널 모드 힙 메모리 덮어쓰기 파손.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,KERNEL_MODE_HEAP_CORRUPTION,0x0000013A,소프트웨어,OS"
"bsod-full-216","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: BUGCODE_USB3_DRIVER (0x00000144) - USB 3.0 포트 드라이버 버그 코드 발생.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,BUGCODE_USB3_DRIVER,0x00000144,소프트웨어,OS"
"bsod-full-217","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: SOC_SUBSYSTEM_FAILURE (0x0000014B) - SoC 원칩 하드웨어 서브시스템 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,SOC_SUBSYSTEM_FAILURE,0x0000014B,소프트웨어,OS"
"bsod-full-219","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: WIN32K_CRITICAL_FAILURE (0x00000164) - win32k.sys 그래픽 서브시스템 치명적 오류.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,WIN32K_CRITICAL_FAILURE,0x00000164,소프트웨어,OS"
"bsod-full-220","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: MICROCODE_REVISION_MISMATCH (0x0000017E) - CPU 마이크로코드 바이오스 릴리즈 불일치.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,MICROCODE_REVISION_MISMATCH,0x0000017E,소프트웨어,OS"
"bsod-full-222","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: KERNEL_AUTO_BOOST_INVALID_LOCK_RELEASE (0x00000192) - 커널 오토 부스트 잠금 해제 무효.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,KERNEL_AUTO_BOOST_INVALID_LOCK_RELEASE,0x00000192,소프트웨어,OS"
"bsod-full-223","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: WIN32K_POWER_WATCHDOG_TIMEOUT (0x0000019C) - win32k 전원 관리 와치독 타임아웃.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,WIN32K_POWER_WATCHDOG_TIMEOUT,0x0000019C,소프트웨어,OS"
"bsod-full-224","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: WIN32K_CALLOUT_WATCHDOG_TIMEOUT (0x000001A1) - win32k 콜아웃 와치독 타임아웃.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,WIN32K_CALLOUT_WATCHDOG_TIMEOUT,0x000001A1,소프트웨어,OS"
"bsod-full-225","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: STORE_DATA_STRUCTURE_CORRUPTION (0x000001C7) - 메모리 압축 스토어 구조체 파손.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,STORE_DATA_STRUCTURE_CORRUPTION,0x000001C7,소프트웨어,OS"
"bsod-full-226","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: UCMUCSI_FAILURE (0x000001D4) - USB-C 타입 전원 전달(PD) 커널 드라이버 에러.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,UCMUCSI_FAILURE,0x000001D4,소프트웨어,OS"
"bsod-full-227","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: PROMETHEUS_DRIVER_FATAL_ERROR (0x000001E3) - Prometheus 보안 드라이버 치명적 오류.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,PROMETHEUS_DRIVER_FATAL_ERROR,0x000001E3,소프트웨어,OS"
"bsod-full-228","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: SYNTHETIC_HEARTBEAT_TIMEOUT (0x000001FC) - 가상화 Hyper-V 헬스 하트비트 타임아웃.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,SYNTHETIC_HEARTBEAT_TIMEOUT,0x000001FC,소프트웨어,OS"
"seed-3","PC 트러블슈팅 가이드","01-02","소프트웨어","기본 프로그램","아웃룩 대용량 첨부파일 안열림","사내 메신저 - 고객센터 - 애드인 확장기능 다운 안내","소프트웨어,아웃룩"
"seed-8","PC 트러블슈팅 가이드","01-03","네트워크","IP","IP변경 문의","전산관리자 IP신청안내","네트워크"
"seed-9","PC 트러블슈팅 가이드","01-04","소프트웨어","드라이버","사내 메신저 전자결재 안열림","사내 메신저 - 고객센터 - 사내 메신저 뷰어 다운로드 안내","소프트웨어,드라이버"
"seed-11","PC 트러블슈팅 가이드","01-04","소프트웨어","기본 프로그램","신도 복합기 출력 문의","복합기 드라이버 설치","소프트웨어,복합기,신도"
"seed-14","PC 트러블슈팅 가이드","01-04","네트워크","IP","네트워크 문의","IP 입력 후 SSID 입력","네트워크,SSID"
"seed-16","PC 트러블슈팅 가이드","01-04","소프트웨어","기본 프로그램","공용 업무 PC 메일 연동 삭제 문의","제어판 - 메일 - 전자 메일계정 삭제","소프트웨어"
"seed-18","PC 트러블슈팅 가이드","01-05","네트워크","IP","IP 입력 문의","서브넷 마스크 / 기본 게이트웨이 / DNS 안내","네트워크,DNS"
"seed-20","PC 트러블슈팅 가이드","01-08","소프트웨어","기본 프로그램","복합기 스캔 등록 문의","복합기 드라이버 설치","소프트웨어,복합기,스캔"
"seed-21","PC 트러블슈팅 가이드","01-08","소프트웨어","기본 프로그램","사내 메신저 전자결재 안열림","사내 메신저 드라이버 설치 안내","소프트웨어"
"seed-26","PC 트러블슈팅 가이드","01-09","소프트웨어","드라이버","신도 복합기 계정 문의","복합기 패스워드 초기화 안내","소프트웨어,드라이버,복합기,신도,워드"
"seed-27","PC 트러블슈팅 가이드","01-09","네트워크","IP","IP 변경 문의","보안 솔루션 - OTP요청 - 코드 전산관리자 안내","네트워크"
"seed-28","PC 트러블슈팅 가이드","01-09","네트워크","IP","네트워크 연결 문의","전산관리자 윕스 등록 및 맥 초기화 안내","네트워크"
"seed-30","PC 트러블슈팅 가이드","01-10","소프트웨어","기본 프로그램","노트북 셋팅 문의","보안 소프트웨어 설치 완료","소프트웨어"
"seed-37","PC 트러블슈팅 가이드","01-12","소프트웨어","기본 프로그램","면접용 노트북 셋팅","노트북 셋팅","소프트웨어"
"seed-38","PC 트러블슈팅 가이드","01-12","하드웨어","데스크탑","26층 TF 노트북 1대 교체 문의","신청 및 교체 안내","하드웨어,데스크탑"
"seed-39","PC 트러블슈팅 가이드","01-15","소프트웨어","드라이버","삼성 복합기 스캔 문의","카드 등록 후 사용 안내","소프트웨어,드라이버,복합기,삼성,스캔"
"seed-41","PC 트러블슈팅 가이드","01-15","소프트웨어","드라이버","삼성 복합기 드라이버 설치 문의","이지 프린터 재설치 안내","소프트웨어,드라이버,복합기,삼성"
"seed-47","PC 트러블슈팅 가이드","01-15","소프트웨어","드라이버","사내 메신저 메신져 문의","사내 메신저 메신져 다운로드","소프트웨어,드라이버"
"seed-50","PC 트러블슈팅 가이드","01-16","소프트웨어","드라이버","삼성 스캔 복합기 등록 문의","사번/사번 로그인 후 카드 등록","소프트웨어,드라이버,복합기,삼성,스캔"
"seed-59","PC 트러블슈팅 가이드","01-17","소프트웨어","기본 프로그램","사내 메신저 메신져 문의","메신져 도메인주소 corp.com -> corpsystems.com 변경 후 정상","소프트웨어"
"seed-60","PC 트러블슈팅 가이드","01-17","소프트웨어","드라이버","삼성 복합기 스캔 등록 문의","지원업무 - IT - OA 일반업무망 복합기 드라이버 설치 안내","소프트웨어,드라이버,복합기,삼성,스캔"
"seed-61","PC 트러블슈팅 가이드","01-17","소프트웨어","드라이버","무선 마우스 페어링 문의","페어링 연결 완료","소프트웨어,드라이버,페어링"
"seed-63","PC 트러블슈팅 가이드","01-18","소프트웨어","드라이버","신도리코 출력 문의","신도 복합기드라이버 재설치","소프트웨어,드라이버,복합기,신도리코,신도"
